match_id,inning,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1473438,1,0,1,Q de Kock,JR Hazlewood,SP Narine,0,0,0,,0,,,
1473438,1,0,2,Q de Kock,JR Hazlewood,SP Narine,4,0,4,,0,,,
1473438,1,0,3,Q de Kock,JR Hazlewood,SP Narine,0,0,0,,0,,,
1473438,1,0,4,Q de Kock,JR Hazlewood,SP Narine,0,0,0,,0,,,
1473438,1,0,5,Q de Kock,JR Hazlewood,SP Narine,0,0,0,,1,Q de Kock,caught,JM Sharma
1473438,1,0,6,AM Rahane,JR Hazlewood,SP Narine,0,0,0,,0,,,
1473438,1,1,1,SP Narine,Yash Dayal,AM Rahane,0,0,0,,0,,,
1473438,1,1,2,SP Narine,Yash Dayal,AM Rahane,0,0,0,,0,,,
1473438,1,1,3,SP Narine,Yash Dayal,AM Rahane,0,0,0,,0,,,
1473438,1,1,4,SP Narine,Yash Dayal,AM Rahane,0,0,0,,0,,,
1473438,1,1,5,SP Narine,Yash Dayal,AM Rahane,1,0,1,,0,,,
1473438,1,1,6,AM Rahane,Yash Dayal,SP Narine,0,0,0,,0,,,
1473438,1,2,1,SP Narine,JR Hazlewood,AM Rahane,0,0,0,,0,,,
1473438,1,2,2,SP Narine,JR Hazlewood,AM Rahane,0,0,0,,0,,,
1473438,1,2,3,SP Narine,JR Hazlewood,AM Rahane,0,0,0,,0,,,
1473438,1,2,4,SP Narine,JR Hazlewood,AM Rahane,4,0,4,,0,,,
1473438,1,2,5,SP Narine,JR Hazlewood,AM Rahane,0,0,0,,0,,,
1473438,1,2,6,SP Narine,JR Hazlewood,AM Rahane,0,0,0,,0,,,
1473438,1,3,1,AM Rahane,Rasikh Salam,SP Narine,0,0,0,,0,,,
1473438,1,3,2,AM Rahane,Rasikh Salam,SP Narine,4,0,4,,0,,,
1473438,1,3,3,AM Rahane,Rasikh Salam,SP Narine,6,0,6,,0,,,
1473438,1,3,4,AM Rahane,Rasikh Salam,SP Narine,0,0,0,,0,,,
1473438,1,3,5,AM Rahane,Rasikh Salam,SP Narine,6,0,6,,0,,,
1473438,1,3,6,AM Rahane,Rasikh Salam,SP Narine,0,0,0,,0,,,
1473438,1,4,1,SP Narine,KH Pandya,AM Rahane,6,0,6,,0,,,
1473438,1,4,2,SP Narine,KH Pandya,AM Rahane,1,0,1,,0,,,
1473438,1,4,3,AM Rahane,KH Pandya,SP Narine,0,0,0,,0,,,
1473438,1,4,4,AM Rahane,KH Pandya,SP Narine,0,0,0,,0,,,
1473438,1,4,5,AM Rahane,KH Pandya,SP Narine,4,0,4,,0,,,
1473438,1,4,6,AM Rahane,KH Pandya,SP Narine,4,0,4,,0,,,
1473438,1,5,1,SP Narine,Yash Dayal,AM Rahane,4,0,4,,0,,,
1473438,1,5,2,SP Narine,Yash Dayal,AM Rahane,1,0,1,,0,,,
1473438,1,5,3,AM Rahane,Yash Dayal,SP Narine,4,0,4,,0,,,
1473438,1,5,4,AM Rahane,Yash Dayal,SP Narine,6,0,6,,0,,,
1473438,1,5,5,AM Rahane,Yash Dayal,SP Narine,4,0,4,,0,,,
1473438,1,5,6,AM Rahane,Yash Dayal,SP Narine,1,0,1,,0,,,
1473438,1,6,1,AM Rahane,Suyash Sharma,SP Narine,0,0,0,,0,,,
1473438,1,6,2,AM Rahane,Suyash Sharma,SP Narine,4,0,4,,0,,,
1473438,1,6,3,AM Rahane,Suyash Sharma,SP Narine,0,0,0,,0,,,
1473438,1,6,4,AM Rahane,Suyash Sharma,SP Narine,0,0,0,,0,,,
1473438,1,6,5,AM Rahane,Suyash Sharma,SP Narine,0,0,0,,0,,,
1473438,1,6,6,AM Rahane,Suyash Sharma,SP Narine,1,0,1,,0,,,
1473438,1,7,1,AM Rahane,Rasikh Salam,SP Narine,0,1,1,legbyes,0,,,
1473438,1,7,2,SP Narine,Rasikh Salam,AM Rahane,0,1,1,wides,0,,,
1473438,1,7,3,SP Narine,Rasikh Salam,AM Rahane,1,0,1,,0,,,
1473438,1,7,4,AM Rahane,Rasikh Salam,SP Narine,1,0,1,,0,,,
1473438,1,7,5,SP Narine,Rasikh Salam,AM Rahane,0,1,1,wides,0,,,
1473438,1,7,6,SP Narine,Rasikh Salam,AM Rahane,0,0,0,,0,,,
1473438,1,7,7,SP Narine,Rasikh Salam,AM Rahane,4,0,4,,0,,,
1473438,1,7,8,SP Narine,Rasikh Salam,AM Rahane,0,0,0,,0,,,
1473438,1,8,1,AM Rahane,Suyash Sharma,SP Narine,0,1,1,wides,0,,,
1473438,1,8,2,AM Rahane,Suyash Sharma,SP Narine,6,0,6,,0,,,
1473438,1,8,3,AM Rahane,Suyash Sharma,SP Narine,2,0,2,,0,,,
1473438,1,8,4,AM Rahane,Suyash Sharma,SP Narine,1,0,1,,0,,,
1473438,1,8,5,SP Narine,Suyash Sharma,AM Rahane,2,0,2,,0,,,
1473438,1,8,6,SP Narine,Suyash Sharma,AM Rahane,6,0,6,,0,,,
1473438,1,8,7,SP Narine,Suyash Sharma,AM Rahane,4,0,4,,0,,,
1473438,1,9,1,AM Rahane,Rasikh Salam,SP Narine,0,0,0,,0,,,
1473438,1,9,2,AM Rahane,Rasikh Salam,SP Narine,1,0,1,,0,,,
1473438,1,9,3,SP Narine,Rasikh Salam,AM Rahane,4,0,4,,0,,,
1473438,1,9,4,SP Narine,Rasikh Salam,AM Rahane,0,0,0,,0,,,
1473438,1,9,5,SP Narine,Rasikh Salam,AM Rahane,6,0,6,,0,,,
1473438,1,9,6,SP Narine,Rasikh Salam,AM Rahane,0,0,0,,1,SP Narine,caught,JM Sharma
1473438,1,10,1,AM Rahane,KH Pandya,VR Iyer,1,0,1,,0,,,
1473438,1,10,2,VR Iyer,KH Pandya,AM Rahane,1,0,1,,0,,,
1473438,1,10,3,AM Rahane,KH Pandya,VR Iyer,0,0,0,,1,AM Rahane,caught,Rasikh Salam
1473438,1,10,4,A Raghuvanshi,KH Pandya,VR Iyer,1,0,1,,0,,,
1473438,1,10,5,VR Iyer,KH Pandya,A Raghuvanshi,0,0,0,,0,,,
1473438,1,10,6,VR Iyer,KH Pandya,A Raghuvanshi,0,0,0,,0,,,
1473438,1,11,1,A Raghuvanshi,Suyash Sharma,VR Iyer,1,0,1,,0,,,
1473438,1,11,2,VR Iyer,Suyash Sharma,A Raghuvanshi,0,0,0,,0,,,
1473438,1,11,3,VR Iyer,Suyash Sharma,A Raghuvanshi,4,0,4,,0,,,
1473438,1,11,4,VR Iyer,Suyash Sharma,A Raghuvanshi,1,0,1,,0,,,
1473438,1,11,5,A Raghuvanshi,Suyash Sharma,VR Iyer,4,0,4,,0,,,
1473438,1,11,6,A Raghuvanshi,Suyash Sharma,VR Iyer,4,0,4,,0,,,
1473438,1,12,1,VR Iyer,KH Pandya,A Raghuvanshi,0,1,1,wides,0,,,
1473438,1,12,2,VR Iyer,KH Pandya,A Raghuvanshi,0,0,0,,1,VR Iyer,bowled,
1473438,1,12,3,RK Singh,KH Pandya,A Raghuvanshi,1,0,1,,0,,,
1473438,1,12,4,A Raghuvanshi,KH Pandya,RK Singh,1,0,1,,0,,,
1473438,1,12,5,RK Singh,KH Pandya,A Raghuvanshi,1,0,1,,0,,,
1473438,1,12,6,A Raghuvanshi,KH Pandya,RK Singh,2,0,2,,0,,,
1473438,1,12,7,A Raghuvanshi,KH Pandya,RK Singh,1,0,1,,0,,,
1473438,1,13,1,A Raghuvanshi,LS Livingstone,RK Singh,1,0,1,,0,,,
1473438,1,13,2,RK Singh,LS Livingstone,A Raghuvanshi,1,0,1,,0,,,
1473438,1,13,3,A Raghuvanshi,LS Livingstone,RK Singh,1,0,1,,0,,,
1473438,1,13,4,RK Singh,LS Livingstone,A Raghuvanshi,4,0,4,,0,,,
1473438,1,13,5,RK Singh,LS Livingstone,A Raghuvanshi,2,0,2,,0,,,
1473438,1,13,6,RK Singh,LS Livingstone,A Raghuvanshi,1,0,1,,0,,,
1473438,1,14,1,RK Singh,KH Pandya,A Raghuvanshi,1,0,1,,0,,,
1473438,1,14,2,A Raghuvanshi,KH Pandya,RK Singh,1,0,1,,0,,,
1473438,1,14,3,RK Singh,KH Pandya,A Raghuvanshi,0,0,0,,0,,,
1473438,1,14,4,RK Singh,KH Pandya,A Raghuvanshi,1,0,1,,0,,,
1473438,1,14,5,A Raghuvanshi,KH Pandya,RK Singh,1,0,1,,0,,,
1473438,1,14,6,RK Singh,KH Pandya,A Raghuvanshi,0,0,0,,1,RK Singh,bowled,
1473438,1,15,1,A Raghuvanshi,Suyash Sharma,AD Russell,1,0,1,,0,,,
1473438,1,15,2,AD Russell,Suyash Sharma,A Raghuvanshi,0,0,0,,0,,,
1473438,1,15,3,AD Russell,Suyash Sharma,A Raghuvanshi,4,0,4,,0,,,
1473438,1,15,4,AD Russell,Suyash Sharma,A Raghuvanshi,0,0,0,,1,AD Russell,bowled,
1473438,1,15,5,Ramandeep Singh,Suyash Sharma,A Raghuvanshi,0,0,0,,0,,,
1473438,1,15,6,Ramandeep Singh,Suyash Sharma,A Raghuvanshi,1,0,1,,0,,,
1473438,1,16,1,Ramandeep Singh,LS Livingstone,A Raghuvanshi,1,0,1,,0,,,
1473438,1,16,2,A Raghuvanshi,LS Livingstone,Ramandeep Singh,1,0,1,,0,,,
1473438,1,16,3,Ramandeep Singh,LS Livingstone,A Raghuvanshi,1,0,1,,0,,,
1473438,1,16,4,A Raghuvanshi,LS Livingstone,Ramandeep Singh,0,0,0,,0,,,
1473438,1,16,5,A Raghuvanshi,LS Livingstone,Ramandeep Singh,1,0,1,,0,,,
1473438,1,16,6,Ramandeep Singh,LS Livingstone,A Raghuvanshi,0,0,0,,0,,,
1473438,1,17,1,A Raghuvanshi,JR Hazlewood,Ramandeep Singh,0,0,0,,0,,,
1473438,1,17,2,A Raghuvanshi,JR Hazlewood,Ramandeep Singh,1,0,1,,0,,,
1473438,1,17,3,Ramandeep Singh,JR Hazlewood,A Raghuvanshi,0,1,1,legbyes,0,,,
1473438,1,17,4,A Raghuvanshi,JR Hazlewood,Ramandeep Singh,6,0,6,,0,,,
1473438,1,17,5,A Raghuvanshi,JR Hazlewood,Ramandeep Singh,1,0,1,,0,,,
1473438,1,17,6,Ramandeep Singh,JR Hazlewood,A Raghuvanshi,1,0,1,,0,,,
1473438,1,18,1,Ramandeep Singh,Yash Dayal,A Raghuvanshi,1,0,1,,0,,,
1473438,1,18,2,A Raghuvanshi,Yash Dayal,Ramandeep Singh,1,0,1,,0,,,
1473438,1,18,3,Ramandeep Singh,Yash Dayal,A Raghuvanshi,1,0,1,,0,,,
1473438,1,18,4,A Raghuvanshi,Yash Dayal,Ramandeep Singh,0,0,0,,0,,,
1473438,1,18,5,A Raghuvanshi,Yash Dayal,Ramandeep Singh,0,0,0,,1,A Raghuvanshi,caught,JM Sharma
1473438,1,18,6,Harshit Rana,Yash Dayal,Ramandeep Singh,1,0,1,,0,,,
1473438,1,19,1,Harshit Rana,JR Hazlewood,Ramandeep Singh,0,0,0,,0,,,
1473438,1,19,2,Harshit Rana,JR Hazlewood,Ramandeep Singh,0,0,0,,0,,,
1473438,1,19,3,Harshit Rana,JR Hazlewood,Ramandeep Singh,0,0,0,,0,,,
1473438,1,19,4,Harshit Rana,JR Hazlewood,Ramandeep Singh,4,0,4,,0,,,
1473438,1,19,5,Harshit Rana,JR Hazlewood,Ramandeep Singh,0,0,0,,1,Harshit Rana,caught,JM Sharma
1473438,1,19,6,SH Johnson,JR Hazlewood,Ramandeep Singh,1,0,1,,0,,,
1473438,2,0,1,PD Salt,VG Arora,V Kohli,4,0,4,,0,,,
1473438,2,0,2,PD Salt,VG Arora,V Kohli,0,1,1,wides,0,,,
1473438,2,0,3,PD Salt,VG Arora,V Kohli,0,0,0,,0,,,
1473438,2,0,4,PD Salt,VG Arora,V Kohli,0,0,0,,0,,,
1473438,2,0,5,PD Salt,VG Arora,V Kohli,1,0,1,,0,,,
1473438,2,0,6,V Kohli,VG Arora,PD Salt,4,0,4,,0,,,
1473438,2,0,7,V Kohli,VG Arora,PD Salt,2,0,2,,0,,,
1473438,2,1,1,PD Salt,SH Johnson,V Kohli,0,0,0,,0,,,
1473438,2,1,2,PD Salt,SH Johnson,V Kohli,0,0,0,,0,,,
1473438,2,1,3,PD Salt,SH Johnson,V Kohli,4,0,4,,0,,,
1473438,2,1,4,PD Salt,SH Johnson,V Kohli,0,0,0,,0,,,
1473438,2,1,5,PD Salt,SH Johnson,V Kohli,0,0,0,,0,,,
1473438,2,1,6,PD Salt,SH Johnson,V Kohli,0,1,1,legbyes,0,,,
1473438,2,2,1,PD Salt,VG Arora,V Kohli,4,0,4,,0,,,
1473438,2,2,2,PD Salt,VG Arora,V Kohli,6,0,6,,0,,,
1473438,2,2,3,PD Salt,VG Arora,V Kohli,1,0,1,,0,,,
1473438,2,2,4,V Kohli,VG Arora,PD Salt,4,0,4,,0,,,
1473438,2,2,5,V Kohli,VG Arora,PD Salt,1,0,1,,0,,,
1473438,2,2,6,PD Salt,VG Arora,V Kohli,4,0,4,,0,,,
1473438,2,3,1,V Kohli,CV Varun,PD Salt,1,0,1,,0,,,
1473438,2,3,2,PD Salt,CV Varun,V Kohli,2,0,2,,0,,,
1473438,2,3,3,PD Salt,CV Varun,V Kohli,4,0,4,,0,,,
1473438,2,3,4,PD Salt,CV Varun,V Kohli,6,0,6,,0,,,
1473438,2,3,5,PD Salt,CV Varun,V Kohli,4,0,4,,0,,,
1473438,2,3,6,PD Salt,CV Varun,V Kohli,4,0,4,,0,,,
1473438,2,4,1,V Kohli,SH Johnson,PD Salt,6,0,6,,0,,,
1473438,2,4,2,V Kohli,SH Johnson,PD Salt,6,0,6,,0,,,
1473438,2,4,3,V Kohli,SH Johnson,PD Salt,0,0,0,,0,,,
1473438,2,4,4,V Kohli,SH Johnson,PD Salt,1,0,1,,0,,,
1473438,2,4,5,PD Salt,SH Johnson,V Kohli,0,0,0,,0,,,
1473438,2,4,6,PD Salt,SH Johnson,V Kohli,4,0,4,,0,,,
1473438,2,5,1,V Kohli,Harshit Rana,PD Salt,0,0,0,,0,,,
1473438,2,5,2,V Kohli,Harshit Rana,PD Salt,1,0,1,,0,,,
1473438,2,5,3,PD Salt,Harshit Rana,V Kohli,0,0,0,,0,,,
1473438,2,5,4,PD Salt,Harshit Rana,V Kohli,1,0,1,,0,,,
1473438,2,5,5,V Kohli,Harshit Rana,PD Salt,2,0,2,,0,,,
1473438,2,5,6,V Kohli,Harshit Rana,PD Salt,1,0,1,,0,,,
1473438,2,6,1,V Kohli,CV Varun,PD Salt,0,0,0,,0,,,
1473438,2,6,2,V Kohli,CV Varun,PD Salt,4,0,4,,0,,,
1473438,2,6,3,V Kohli,CV Varun,PD Salt,1,0,1,,0,,,
1473438,2,6,4,PD Salt,CV Varun,V Kohli,0,0,0,,0,,,
1473438,2,6,5,PD Salt,CV Varun,V Kohli,1,0,1,,0,,,
1473438,2,6,6,V Kohli,CV Varun,PD Salt,0,0,0,,0,,,
1473438,2,7,1,PD Salt,SP Narine,V Kohli,0,1,1,legbyes,0,,,
1473438,2,7,2,V Kohli,SP Narine,PD Salt,0,0,0,,0,,,
1473438,2,7,3,V Kohli,SP Narine,PD Salt,1,0,1,,0,,,
1473438,2,7,4,PD Salt,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,7,5,V Kohli,SP Narine,PD Salt,1,0,1,,0,,,
1473438,2,7,6,PD Salt,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,8,1,PD Salt,CV Varun,V Kohli,4,0,4,,0,,,
1473438,2,8,2,PD Salt,CV Varun,V Kohli,0,0,0,,0,,,
1473438,2,8,3,PD Salt,CV Varun,V Kohli,0,0,0,,1,PD Salt,caught,SH Johnson
1473438,2,8,4,D Padikkal,CV Varun,V Kohli,0,0,0,,0,,,
1473438,2,8,5,D Padikkal,CV Varun,V Kohli,0,0,0,,0,,,
1473438,2,8,6,D Padikkal,CV Varun,V Kohli,1,0,1,,0,,,
1473438,2,9,1,D Padikkal,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,9,2,V Kohli,SP Narine,D Padikkal,0,0,0,,0,,,
1473438,2,9,3,V Kohli,SP Narine,D Padikkal,1,0,1,,0,,,
1473438,2,9,4,D Padikkal,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,9,5,V Kohli,SP Narine,D Padikkal,1,0,1,,0,,,
1473438,2,9,6,D Padikkal,SP Narine,V Kohli,4,0,4,,0,,,
1473438,2,10,1,V Kohli,CV Varun,D Padikkal,1,0,1,,0,,,
1473438,2,10,2,D Padikkal,CV Varun,V Kohli,1,0,1,,0,,,
1473438,2,10,3,V Kohli,CV Varun,D Padikkal,6,0,6,,0,,,
1473438,2,10,4,V Kohli,CV Varun,D Padikkal,1,0,1,,0,,,
1473438,2,10,5,D Padikkal,CV Varun,V Kohli,1,0,1,,0,,,
1473438,2,10,6,V Kohli,CV Varun,D Padikkal,1,0,1,,0,,,
1473438,2,11,1,V Kohli,SP Narine,D Padikkal,1,0,1,,0,,,
1473438,2,11,2,D Padikkal,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,11,3,V Kohli,SP Narine,D Padikkal,1,0,1,,0,,,
1473438,2,11,4,D Padikkal,SP Narine,V Kohli,0,0,0,,1,D Padikkal,caught,Ramandeep Singh
1473438,2,11,5,RM Patidar,SP Narine,V Kohli,0,0,0,,0,,,
1473438,2,11,6,RM Patidar,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,12,1,RM Patidar,Harshit Rana,V Kohli,0,0,0,,0,,,
1473438,2,12,2,RM Patidar,Harshit Rana,V Kohli,0,0,0,,0,,,
1473438,2,12,3,RM Patidar,Harshit Rana,V Kohli,2,0,2,,0,,,
1473438,2,12,4,RM Patidar,Harshit Rana,V Kohli,1,0,1,,0,,,
1473438,2,12,5,V Kohli,Harshit Rana,RM Patidar,4,0,4,,0,,,
1473438,2,12,6,V Kohli,Harshit Rana,RM Patidar,1,0,1,,0,,,
1473438,2,13,1,V Kohli,SP Narine,RM Patidar,1,0,1,,0,,,
1473438,2,13,2,RM Patidar,SP Narine,V Kohli,6,0,6,,0,,,
1473438,2,13,3,RM Patidar,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,13,4,V Kohli,SP Narine,RM Patidar,1,0,1,,0,,,
1473438,2,13,5,RM Patidar,SP Narine,V Kohli,1,0,1,,0,,,
1473438,2,13,6,V Kohli,SP Narine,RM Patidar,1,0,1,,0,,,
1473438,2,14,1,V Kohli,Harshit Rana,RM Patidar,1,0,1,,0,,,
1473438,2,14,2,RM Patidar,Harshit Rana,V Kohli,4,0,4,,0,,,
1473438,2,14,3,RM Patidar,Harshit Rana,V Kohli,4,0,4,,0,,,
1473438,2,14,4,RM Patidar,Harshit Rana,V Kohli,2,0,2,,0,,,
1473438,2,14,5,RM Patidar,Harshit Rana,V Kohli,4,0,4,,0,,,
1473438,2,14,6,RM Patidar,Harshit Rana,V Kohli,4,0,4,,0,,,
1473438,2,15,1,V Kohli,VG Arora,RM Patidar,1,0,1,,0,,,
1473438,2,15,2,RM Patidar,VG Arora,V Kohli,4,0,4,,0,,,
1473438,2,15,3,RM Patidar,VG Arora,V Kohli,0,0,0,,1,RM Patidar,caught,RK Singh
1473438,2,15,4,LS Livingstone,VG Arora,V Kohli,4,0,4,,0,,,
1473438,2,15,5,LS Livingstone,VG Arora,V Kohli,0,0,0,,0,,,
1473438,2,15,6,LS Livingstone,VG Arora,V Kohli,1,0,1,,0,,,
1473438,2,16,1,LS Livingstone,SH Johnson,V Kohli,6,0,6,,0,,,
1473438,2,16,2,LS Livingstone,SH Johnson,V Kohli,4,0,4,,0,,,
1473439,1,0,1,Abhishek Sharma,Fazalhaq Farooqi,TM Head,0,0,0,,0,,,
1473439,1,0,2,Abhishek Sharma,Fazalhaq Farooqi,TM Head,0,0,0,,0,,,
1473439,1,0,3,Abhishek Sharma,Fazalhaq Farooqi,TM Head,4,0,4,,0,,,
1473439,1,0,4,Abhishek Sharma,Fazalhaq Farooqi,TM Head,4,0,4,,0,,,
1473439,1,0,5,Abhishek Sharma,Fazalhaq Farooqi,TM Head,1,0,1,,0,,,
1473439,1,0,6,TM Head,Fazalhaq Farooqi,Abhishek Sharma,1,0,1,,0,,,
1473439,1,1,1,TM Head,M Theekshana,Abhishek Sharma,0,1,1,noballs,0,,,
1473439,1,1,2,TM Head,M Theekshana,Abhishek Sharma,0,1,1,wides,0,,,
1473439,1,1,3,TM Head,M Theekshana,Abhishek Sharma,2,0,2,,0,,,
1473439,1,1,4,TM Head,M Theekshana,Abhishek Sharma,0,0,0,,0,,,
1473439,1,1,5,TM Head,M Theekshana,Abhishek Sharma,0,0,0,,0,,,
1473439,1,1,6,TM Head,M Theekshana,Abhishek Sharma,4,0,4,,0,,,
1473439,1,1,7,TM Head,M Theekshana,Abhishek Sharma,6,0,6,,0,,,
1473439,1,1,8,TM Head,M Theekshana,Abhishek Sharma,0,0,0,,0,,,
1473439,1,2,1,Abhishek Sharma,Fazalhaq Farooqi,TM Head,4,0,4,,0,,,
1473439,1,2,2,Abhishek Sharma,Fazalhaq Farooqi,TM Head,4,0,4,,0,,,
1473439,1,2,3,Abhishek Sharma,Fazalhaq Farooqi,TM Head,4,0,4,,0,,,
1473439,1,2,4,Abhishek Sharma,Fazalhaq Farooqi,TM Head,2,0,2,,0,,,
1473439,1,2,5,Abhishek Sharma,Fazalhaq Farooqi,TM Head,1,0,1,,0,,,
1473439,1,2,6,TM Head,Fazalhaq Farooqi,Abhishek Sharma,6,0,6,,0,,,
1473439,1,3,1,Abhishek Sharma,M Theekshana,TM Head,0,0,0,,1,Abhishek Sharma,caught,YBK Jaiswal
1473439,1,3,2,Ishan Kishan,M Theekshana,TM Head,0,0,0,,0,,,
1473439,1,3,3,Ishan Kishan,M Theekshana,TM Head,4,0,4,,0,,,
1473439,1,3,4,Ishan Kishan,M Theekshana,TM Head,4,0,4,,0,,,
1473439,1,3,5,Ishan Kishan,M Theekshana,TM Head,2,0,2,,0,,,
1473439,1,3,6,Ishan Kishan,M Theekshana,TM Head,0,0,0,,0,,,
1473439,1,4,1,TM Head,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,4,2,TM Head,JC Archer,Ishan Kishan,6,0,6,,0,,,
1473439,1,4,3,TM Head,JC Archer,Ishan Kishan,0,0,0,,0,,,
1473439,1,4,4,TM Head,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,4,5,TM Head,JC Archer,Ishan Kishan,0,1,1,wides,0,,,
1473439,1,4,6,TM Head,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,4,7,TM Head,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,5,1,Ishan Kishan,M Theekshana,TM Head,4,0,4,,0,,,
1473439,1,5,2,Ishan Kishan,M Theekshana,TM Head,4,0,4,,0,,,
1473439,1,5,3,Ishan Kishan,M Theekshana,TM Head,1,0,1,,0,,,
1473439,1,5,4,TM Head,M Theekshana,Ishan Kishan,1,0,1,,0,,,
1473439,1,5,5,Ishan Kishan,M Theekshana,TM Head,1,0,1,,0,,,
1473439,1,5,6,TM Head,M Theekshana,Ishan Kishan,0,1,1,noballs,0,,,
1473439,1,5,7,TM Head,M Theekshana,Ishan Kishan,4,0,4,,0,,,
1473439,1,6,1,Ishan Kishan,Sandeep Sharma,TM Head,4,0,4,,0,,,
1473439,1,6,2,Ishan Kishan,Sandeep Sharma,TM Head,0,0,0,,0,,,
1473439,1,6,3,Ishan Kishan,Sandeep Sharma,TM Head,1,0,1,,0,,,
1473439,1,6,4,TM Head,Sandeep Sharma,Ishan Kishan,2,0,2,,0,,,
1473439,1,6,5,TM Head,Sandeep Sharma,Ishan Kishan,1,0,1,,0,,,
1473439,1,6,6,Ishan Kishan,Sandeep Sharma,TM Head,4,0,4,,0,,,
1473439,1,7,1,TM Head,N Rana,Ishan Kishan,1,0,1,,0,,,
1473439,1,7,2,Ishan Kishan,N Rana,TM Head,1,0,1,,0,,,
1473439,1,7,3,TM Head,N Rana,Ishan Kishan,4,0,4,,0,,,
1473439,1,7,4,TM Head,N Rana,Ishan Kishan,1,0,1,,0,,,
1473439,1,7,5,Ishan Kishan,N Rana,TM Head,1,0,1,,0,,,
1473439,1,7,6,TM Head,N Rana,Ishan Kishan,1,0,1,,0,,,
1473439,1,8,1,TM Head,Sandeep Sharma,Ishan Kishan,0,0,0,,0,,,
1473439,1,8,2,TM Head,Sandeep Sharma,Ishan Kishan,2,0,2,,0,,,
1473439,1,8,3,TM Head,Sandeep Sharma,Ishan Kishan,1,0,1,,0,,,
1473439,1,8,4,Ishan Kishan,Sandeep Sharma,TM Head,1,0,1,,0,,,
1473439,1,8,5,TM Head,Sandeep Sharma,Ishan Kishan,4,0,4,,0,,,
1473439,1,8,6,TM Head,Sandeep Sharma,Ishan Kishan,0,0,0,,0,,,
1473439,1,9,1,Ishan Kishan,TU Deshpande,TM Head,0,1,1,wides,0,,,
1473439,1,9,2,Ishan Kishan,TU Deshpande,TM Head,1,0,1,,0,,,
1473439,1,9,3,TM Head,TU Deshpande,Ishan Kishan,0,1,1,wides,0,,,
1473439,1,9,4,TM Head,TU Deshpande,Ishan Kishan,4,0,4,,0,,,
1473439,1,9,5,TM Head,TU Deshpande,Ishan Kishan,0,0,0,,1,TM Head,caught,SO Hetmyer
1473439,1,9,6,Nithish Kumar Reddy,TU Deshpande,Ishan Kishan,0,0,0,,0,,,
1473439,1,9,7,Nithish Kumar Reddy,TU Deshpande,Ishan Kishan,4,0,4,,0,,,
1473439,1,9,8,Nithish Kumar Reddy,TU Deshpande,Ishan Kishan,1,0,1,,0,,,
1473439,1,10,1,Nithish Kumar Reddy,JC Archer,Ishan Kishan,1,0,1,,0,,,
1473439,1,10,2,Ishan Kishan,JC Archer,Nithish Kumar Reddy,1,0,1,,0,,,
1473439,1,10,3,Nithish Kumar Reddy,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,10,4,Nithish Kumar Reddy,JC Archer,Ishan Kishan,1,0,1,,0,,,
1473439,1,10,5,Ishan Kishan,JC Archer,Nithish Kumar Reddy,1,0,1,,0,,,
1473439,1,10,6,Nithish Kumar Reddy,JC Archer,Ishan Kishan,4,0,4,,0,,,
1473439,1,11,1,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,1,0,1,,0,,,
1473439,1,11,2,Nithish Kumar Reddy,TU Deshpande,Ishan Kishan,2,0,2,,0,,,
1473439,1,11,3,Nithish Kumar Reddy,TU Deshpande,Ishan Kishan,1,0,1,,0,,,
1473439,1,11,4,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,2,0,2,,0,,,
1473439,1,11,5,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,0,1,1,wides,0,,,
1473439,1,11,6,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,0,1,1,wides,0,,,
1473439,1,11,7,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,0,0,0,,0,,,
1473439,1,11,8,Ishan Kishan,TU Deshpande,Nithish Kumar Reddy,1,0,1,,0,,,
1473439,1,12,1,Ishan Kishan,JC Archer,Nithish Kumar Reddy,6,0,6,,0,,,
1473439,1,12,2,Ishan Kishan,JC Archer,Nithish Kumar Reddy,6,0,6,,0,,,
1473439,1,12,3,Ishan Kishan,JC Archer,Nithish Kumar Reddy,1,0,1,,0,,,
1473439,1,12,4,Nithish Kumar Reddy,JC Archer,Ishan Kishan,1,0,1,,0,,,
1473439,1,12,5,Ishan Kishan,JC Archer,Nithish Kumar Reddy,0,1,1,wides,0,,,
